!Series_title	"Expression data of Saccharomyces cerevisiae treated with clioquinol"
!Series_geo_accession	"GSE17257"
!Series_status	"Public on May 21 2010"
!Series_submission_date	"Jul 22 2009"
!Series_last_update_date	"Feb 21 2017"
!Series_pubmed_id	"21504115"
!Series_summary	"Clioquinol (CQ or iodochlorhydroxyquin, 5-chloro-7-iodo-8-hydroxyquinoline) is a hydrophobic chelator of copper, zinc, and iron. It was extensively used as an antibiotic for the treatment of diarrhea and skin infection in the mid-1900s, but then withdrawn because it was reported to be associated with subacute myelo-optic neuropathy (SMON) in Japan. Interest in this drug was recently revived as it was shown that CQ specifically kills cancer cells and significantly decreases Aβ level. Nevertheless, the underlying mechanisms of CQ’s drug effects and side effects are still unclear."
!Series_summary	""
!Series_summary	"We used yeast, Saccharomyces cerevisiae, as a model to study how CQ affects molecular and cellular functions. Genechip analysis was utilized to examine the effect of CQ on gene expression at the genomic level."
!Series_overall_design	"To study gene expression profiles of yeast treated with CQ, yeast cells were treated with CQ or DMSO for 5 hours and RNAs were extracted for microarray analysis."
!Series_type	"Expression profiling by array"
!Series_contributor	"Chenghua,,Li"
!Series_contributor	"Bing,,Zhou"
!Series_sample_id	"GSM432203 GSM432204 GSM432205 GSM432206 GSM432207 GSM432208 "
!Series_contact_name	"Chenghua,,Li"
!Series_contact_email	"ch-li06@mails.thu.edu.cn"
!Series_contact_department	"Biological Sciences and Technology"
!Series_contact_institute	"Tsinghua University"
!Series_contact_address	"Qinghuayuan"
!Series_contact_city	"Beijing"
!Series_contact_zip/postal_code	"100084"
!Series_contact_country	"China"
!Series_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE17nnn/GSE17257/suppl/GSE17257_RAW.tar"
!Series_platform_id	"GPL2529"
!Series_platform_taxid	"4896"
!Series_platform_taxid	"4932"
!Series_sample_taxid	"4932"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA118941"

!Sample_title	"yeast treated with DMSO, biological rep1"	"yeast treated with DMSO, biological rep2"	"yeast treated with DMSO, biological rep3"	"yeast treated with CQ, biological rep1"	"yeast treated with CQ, biological rep2"	"yeast treated with CQ, biological rep3"
!Sample_geo_accession	"GSM432203"	"GSM432204"	"GSM432205"	"GSM432206"	"GSM432207"	"GSM432208"
!Sample_status	"Public on May 21 2010"	"Public on May 21 2010"	"Public on May 21 2010"	"Public on May 21 2010"	"Public on May 21 2010"	"Public on May 21 2010"
!Sample_submission_date	"Jul 22 2009"	"Jul 22 2009"	"Jul 22 2009"	"Jul 22 2009"	"Jul 22 2009"	"Jul 22 2009"
!Sample_last_update_date	"May 21 2010"	"May 21 2010"	"May 21 2010"	"May 21 2010"	"May 21 2010"	"May 21 2010"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"yeast treated with 1% DMSO for 5 hours"	"yeast treated with 1% DMSO for 5 hours"	"yeast treated with 1% DMSO for 5 hours"	"yeast treated with 80 µM CQ for 5 hours"	"yeast treated with 80 µM CQ for 5 hours"	"yeast treated with 80 µM CQ for 5 hours"
!Sample_organism_ch1	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"
!Sample_characteristics_ch1	"strain: BY4742"	"strain: BY4742"	"strain: BY4742"	"strain: BY4742"	"strain: BY4742"	"strain: BY4742"
!Sample_characteristics_ch1	"media supplement: 1% DMSO"	"media supplement: 1% DMSO"	"media supplement: 1% DMSO"	"media supplement: 80 µM CQ"	"media supplement: 80 µM CQ"	"media supplement: 80 µM CQ"
!Sample_treatment_protocol_ch1	"One percent (v/v) DMSO (D) or 80 µM CQ (Q) was supplemented into the yeast culture medium."	"One percent (v/v) DMSO (D) or 80 µM CQ (Q) was supplemented into the yeast culture medium."	"One percent (v/v) DMSO (D) or 80 µM CQ (Q) was supplemented into the yeast culture medium."	"One percent (v/v) DMSO (D) or 80 µM CQ (Q) was supplemented into the yeast culture medium."	"One percent (v/v) DMSO (D) or 80 µM CQ (Q) was supplemented into the yeast culture medium."	"One percent (v/v) DMSO (D) or 80 µM CQ (Q) was supplemented into the yeast culture medium."
!Sample_growth_protocol_ch1	"Wild type BY4742 yeast strain grown in YPD to mid-log phase were inoculated 1:1 into fresh YPD supplemented with either DMSO (D) or CQ (Q) and grown at 30℃ at 175 rpm in a shaking incubator."	"Wild type BY4742 yeast strain grown in YPD to mid-log phase were inoculated 1:1 into fresh YPD supplemented with either DMSO (D) or CQ (Q) and grown at 30℃ at 175 rpm in a shaking incubator."	"Wild type BY4742 yeast strain grown in YPD to mid-log phase were inoculated 1:1 into fresh YPD supplemented with either DMSO (D) or CQ (Q) and grown at 30℃ at 175 rpm in a shaking incubator."	"Wild type BY4742 yeast strain grown in YPD to mid-log phase were inoculated 1:1 into fresh YPD supplemented with either DMSO (D) or CQ (Q) and grown at 30℃ at 175 rpm in a shaking incubator."	"Wild type BY4742 yeast strain grown in YPD to mid-log phase were inoculated 1:1 into fresh YPD supplemented with either DMSO (D) or CQ (Q) and grown at 30℃ at 175 rpm in a shaking incubator."	"Wild type BY4742 yeast strain grown in YPD to mid-log phase were inoculated 1:1 into fresh YPD supplemented with either DMSO (D) or CQ (Q) and grown at 30℃ at 175 rpm in a shaking incubator."
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_extract_protocol_ch1	"Total RNA was extracted using the hot phenol method (Collart, M. A., and Oliviero, S. (2001) Curr Protoc Mol Biol Chapter 13, Unit13 12)."	"Total RNA was extracted using the hot phenol method (Collart, M. A., and Oliviero, S. (2001) Curr Protoc Mol Biol Chapter 13, Unit13 12)."	"Total RNA was extracted using the hot phenol method (Collart, M. A., and Oliviero, S. (2001) Curr Protoc Mol Biol Chapter 13, Unit13 12)."	"Total RNA was extracted using the hot phenol method (Collart, M. A., and Oliviero, S. (2001) Curr Protoc Mol Biol Chapter 13, Unit13 12)."	"Total RNA was extracted using the hot phenol method (Collart, M. A., and Oliviero, S. (2001) Curr Protoc Mol Biol Chapter 13, Unit13 12)."	"Total RNA was extracted using the hot phenol method (Collart, M. A., and Oliviero, S. (2001) Curr Protoc Mol Biol Chapter 13, Unit13 12)."
!Sample_label_ch1	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"	"biotin"
!Sample_label_protocol_ch1	"Biotinylated cRNA was prepared according to standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix)."	"Biotinylated cRNA was prepared according to standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix)."	"Biotinylated cRNA was prepared according to standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix)."	"Biotinylated cRNA was prepared according to standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix)."	"Biotinylated cRNA was prepared according to standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix)."	"Biotinylated cRNA was prepared according to standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix)."
!Sample_taxid_ch1	"4932"	"4932"	"4932"	"4932"	"4932"	"4932"
!Sample_hyb_protocol	"Hybridization was performed according to standard Affymetrix procedures. Briefly, 10ug cRNA was hybridized for 16hr at 45℃ on Affymetrix GeneChip® Yeast Genome 2.0 Arrays in an Affymetrix ® Hybridization Oven 640. GeneChips were washed and stained in the Affymetrix Fluidics Station 450."	"Hybridization was performed according to standard Affymetrix procedures. Briefly, 10ug cRNA was hybridized for 16hr at 45℃ on Affymetrix GeneChip® Yeast Genome 2.0 Arrays in an Affymetrix ® Hybridization Oven 640. GeneChips were washed and stained in the Affymetrix Fluidics Station 450."	"Hybridization was performed according to standard Affymetrix procedures. Briefly, 10ug cRNA was hybridized for 16hr at 45℃ on Affymetrix GeneChip® Yeast Genome 2.0 Arrays in an Affymetrix ® Hybridization Oven 640. GeneChips were washed and stained in the Affymetrix Fluidics Station 450."	"Hybridization was performed according to standard Affymetrix procedures. Briefly, 10ug cRNA was hybridized for 16hr at 45℃ on Affymetrix GeneChip® Yeast Genome 2.0 Arrays in an Affymetrix ® Hybridization Oven 640. GeneChips were washed and stained in the Affymetrix Fluidics Station 450."	"Hybridization was performed according to standard Affymetrix procedures. Briefly, 10ug cRNA was hybridized for 16hr at 45℃ on Affymetrix GeneChip® Yeast Genome 2.0 Arrays in an Affymetrix ® Hybridization Oven 640. GeneChips were washed and stained in the Affymetrix Fluidics Station 450."	"Hybridization was performed according to standard Affymetrix procedures. Briefly, 10ug cRNA was hybridized for 16hr at 45℃ on Affymetrix GeneChip® Yeast Genome 2.0 Arrays in an Affymetrix ® Hybridization Oven 640. GeneChips were washed and stained in the Affymetrix Fluidics Station 450."
!Sample_scan_protocol	"GeneChips were scanned using Affymetrix ® GeneChip® Scanner 3000."	"GeneChips were scanned using Affymetrix ® GeneChip® Scanner 3000."	"GeneChips were scanned using Affymetrix ® GeneChip® Scanner 3000."	"GeneChips were scanned using Affymetrix ® GeneChip® Scanner 3000."	"GeneChips were scanned using Affymetrix ® GeneChip® Scanner 3000."	"GeneChips were scanned using Affymetrix ® GeneChip® Scanner 3000."
!Sample_description	"080821-Yeast-08110B_1Da"	"080821-Yeast-08110B_2Da"	"080821-Yeast-08110B_3Da"	"080821-Yeast-08110B_1Qa"	"080821-Yeast-08110B_2Qa"	"080821-Yeast-08110B_3Qa"
!Sample_data_processing	"Normalization and expression analysis was performed using DNA-chip analyzer (dChip). Invariant Set Normalization was used to normalize arrays at the probe level, and the model-based method was used to calculate expression values."	"Normalization and expression analysis was performed using DNA-chip analyzer (dChip). Invariant Set Normalization was used to normalize arrays at the probe level, and the model-based method was used to calculate expression values."	"Normalization and expression analysis was performed using DNA-chip analyzer (dChip). Invariant Set Normalization was used to normalize arrays at the probe level, and the model-based method was used to calculate expression values."	"Normalization and expression analysis was performed using DNA-chip analyzer (dChip). Invariant Set Normalization was used to normalize arrays at the probe level, and the model-based method was used to calculate expression values."	"Normalization and expression analysis was performed using DNA-chip analyzer (dChip). Invariant Set Normalization was used to normalize arrays at the probe level, and the model-based method was used to calculate expression values."	"Normalization and expression analysis was performed using DNA-chip analyzer (dChip). Invariant Set Normalization was used to normalize arrays at the probe level, and the model-based method was used to calculate expression values."
!Sample_platform_id	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"	"GPL2529"
!Sample_contact_name	"Chenghua,,Li"	"Chenghua,,Li"	"Chenghua,,Li"	"Chenghua,,Li"	"Chenghua,,Li"	"Chenghua,,Li"
!Sample_contact_email	"ch-li06@mails.thu.edu.cn"	"ch-li06@mails.thu.edu.cn"	"ch-li06@mails.thu.edu.cn"	"ch-li06@mails.thu.edu.cn"	"ch-li06@mails.thu.edu.cn"	"ch-li06@mails.thu.edu.cn"
!Sample_contact_department	"Biological Sciences and Technology"	"Biological Sciences and Technology"	"Biological Sciences and Technology"	"Biological Sciences and Technology"	"Biological Sciences and Technology"	"Biological Sciences and Technology"
!Sample_contact_institute	"Tsinghua University"	"Tsinghua University"	"Tsinghua University"	"Tsinghua University"	"Tsinghua University"	"Tsinghua University"
!Sample_contact_address	"Qinghuayuan"	"Qinghuayuan"	"Qinghuayuan"	"Qinghuayuan"	"Qinghuayuan"	"Qinghuayuan"
!Sample_contact_city	"Beijing"	"Beijing"	"Beijing"	"Beijing"	"Beijing"	"Beijing"
!Sample_contact_zip/postal_code	"100084"	"100084"	"100084"	"100084"	"100084"	"100084"
!Sample_contact_country	"China"	"China"	"China"	"China"	"China"	"China"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432203/suppl/GSM432203.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432204/suppl/GSM432204.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432205/suppl/GSM432205.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432206/suppl/GSM432206.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432207/suppl/GSM432207.CEL.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432208/suppl/GSM432208.CEL.gz"
!Sample_supplementary_file	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432203/suppl/GSM432203.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432204/suppl/GSM432204.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432205/suppl/GSM432205.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432206/suppl/GSM432206.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432207/suppl/GSM432207.CHP.gz"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM432nnn/GSM432208/suppl/GSM432208.CHP.gz"
!Sample_data_row_count	"10928"	"10928"	"10928"	"10928"	"10928"	"10928"
!series_matrix_table_begin
"ID_REF"	"GSM432203"	"GSM432204"	"GSM432205"	"GSM432206"	"GSM432207"	"GSM432208"
"1769308_at"	2367.99	2282.47	2209.29	2990.06	3044.98	3230.71
"1769309_at"	9.69602	9.92092	11.2929	9.20161	2.92569	6.14953
"1769310_at"	25.6793	24.4437	17.4975	20.6273	14.6718	20.7814
"1769311_at"	2313.45	2278.53	2165.35	1115.26	1350.7	976.055
"1769312_at"	749.716	685.254	735.177	741.633	752.698	740.328
"1769313_at"	828.698	874.242	820.389	821.328	899.004	819.838
"1769314_at"	2056.62	2289.73	2199.55	1653.97	1667.34	2155.13
"1769315_at"	11.6982	15.447	10.2928	11.1086	11.7672	11.9191
"1769316_s_at"	19.8495	18.5011	22.7234	40.3453	20.835	32.073
"1769317_at"	175.014	236.908	195.579	175.338	167.045	176.559
"1769318_at"	12.406	7.6255	12.2575	8.62047	10.6975	10.4198
"1769319_at"	2433.6	2450.42	2490.58	2085.14	2190.73	2199.47
"1769320_at"	153.12	141.166	132.887	859.003	728.031	957.465
"1769321_at"	760.182	663.315	747.154	711.92	897.033	762.009
"1769322_s_at"	847.119	879.255	749.725	699.569	2866.44	1311.48
"1769323_at"	1124.86	1095.32	1033.53	1529.01	1685.77	1572.77
"1769324_at"	383.625	371.977	357.704	351.615	384.173	508.647
"1769325_at"	406.121	391.418	428	506.783	465.288	474.563
"1769326_at"	11.9069	12.0717	12.1166	9.78334	7.77011	6.69808
"1769327_at"	32.4428	21.2194	24.2338	20.5072	27.4393	22.3575
"1769328_at"	21.6045	17.6196	18.6693	14.7057	18.8305	12.0881
"1769329_at"	912.575	782.559	872.275	854.909	786.461	942.427
"1769330_at"	29.766	31.232	32.2332	26.0857	18.3385	22.7364
"1769331_at"	1149.13	1206.18	1169.13	930.61	645.462	969.092
"1769333_at"	1297.03	1169.61	1481.07	2279.96	2162.97	2260.6
"1769334_at"	24.6694	25.8312	20.6949	27.7498	13.0842	18.8044
"1769335_at"	2287.67	2332.44	2164.84	1594.57	2104.96	1528.01
"1769336_at"	61.4033	58.2713	59.5967	116.917	117.896	110.763
"1769337_at"	5.50844	6.16305	5.76018	6.71952	7.12825	6.22668
"1769338_at"	567.666	579.191	590.681	298.337	153.281	397.097
"1769339_at"	1476.94	1358.48	1485.67	2238.39	1573.05	2359.55
"1769340_at"	49.007	34.2597	34.3767	32.404	33.5336	37.4603
"1769341_at"	2502.46	2681.28	2435.32	2892.36	3210.59	2776.39
"1769342_at"	1523.64	1761.27	2370.88	1976.02	1991.82	2399.08
"1769343_at"	69.8489	55.7058	54.4613	37.9233	26.5149	48.5871
"1769344_at"	1283.98	1124	1173.84	2208.73	1859.73	1767.02
"1769345_at"	509.543	491.027	484.661	428.245	573.976	451.294
"1769346_at"	994.322	941.04	999.637	594.508	684.961	555.454
"1769347_at"	17.3894	11.8086	13.5797	15.8267	16.1503	21.8484
"1769348_at"	34.4443	27.7076	35.9741	23.4439	14.4724	25.1609
"1769349_s_at"	348.873	360.288	178.07	144.835	602.889	406.824
"1769350_at"	142.59	126.993	131.264	261.34	295.717	278.611
"1769351_at"	37.4064	39.0469	33.9653	36.7121	25.2655	32.6151
"1769352_at"	2162.65	1725.87	1933.14	1105.52	1093	1030.67
"1769353_at"	31.7005	28.9817	29.2282	24.7858	22.3863	22.9868
"1769354_at"	9.85972	9.17261	12.0407	13.7141	14.0717	7.46375
"1769355_at"	8.69029	6.7199	10.2229	7.83382	12.7011	7.61587
"1769356_at"	2565.79	2618.04	2575.09	2050.73	2074.12	1670.85
"1769357_at"	46.9793	42.1588	35.5382	32.3274	32.771	29.0214
"1769358_at"	679.48	588.636	566.38	426.594	431.036	450.38
"1769359_at"	355.66	313.805	309.48	376.223	242.225	402.841
"1769360_at"	14.4866	16.1497	17.0641	17.5208	11.2172	12.4666
"1769361_at"	458.153	443.341	443.832	672.576	643.393	762.62
"1769362_at"	5358.33	5487.95	5555.95	4919.13	4807.71	4261.5
"1769363_at"	26.6302	26.6038	20.5634	30.8545	38.2515	33.107
"1769364_at"	19.5947	20.7171	17.4473	22.5156	15.4083	23.5021
"1769365_at"	10189.8	10296.9	10443.9	10224.8	10553.1	9857.26
"1769366_at"	179.028	199.055	166.059	169.558	277.495	178.9
"1769367_at"	14.8748	15.0789	14.0444	12.5299	13.9888	16.9929
"1769368_at"	1171.58	1223.71	1150.21	1884.72	1696.68	2101.32
"1769369_at"	26.4995	25.2074	24.9902	24.3434	22.3153	23.3913
"1769370_at"	9.97467	7.56736	5.63679	6.25531	2.69981	9.46751
"1769371_at"	2677.71	2492.78	2501.26	2872.78	2861.67	2618.75
"1769372_at"	20.01	11.0874	16.2786	13.3077	20.7033	15.1849
"1769373_at"	585.684	594.275	556.496	506.518	488.894	511.776
"1769374_at"	472.807	494.713	433.113	293.691	300.546	301.784
"1769375_at"	2151.12	2063.39	1869.41	2939.59	2300.75	2474.51
"1769376_at"	21.7382	23.5698	30.4795	33.5188	27.747	18.9613
"1769377_at"	720.539	636.892	585.561	154.762	86.2935	132.736
"1769378_at"	3607.71	3733.47	3719.26	2968.18	2696.53	2533.29
"1769379_at"	1776.71	1680.28	1903.43	741.183	1085.1	870.491
"1769380_at"	15.5039	6.89487	8.75438	18.1661	16.4433	16.5126
"1769381_at"	13.4292	11.9879	12.2123	18.3889	11.3919	16.492
"1769382_at"	10.2515	12.1407	10.7249	12.6728	12.2122	14.1382
"1769383_at"	1044.44	900.199	885.086	347.343	307.742	280.496
"1769384_at"	51.9044	56.6157	57.4735	59.2187	87.1074	60.9658
"1769385_at"	2335.63	2173.55	2242.18	1328.8	1151.63	1246.27
"1769386_at"	20.678	20.6321	18.9927	14.0922	15.2568	14.8345
"1769387_at"	3200.45	3091.69	3287.38	3877.43	3799.01	3910.34
"1769388_at"	453.993	570.337	481.688	210.966	193.724	222.134
"1769389_at"	34.9879	28.035	30.7329	26.9075	19.5618	30.7742
"1769390_s_at"	4340.61	4589.15	4466.62	3377.58	4392.16	2786.98
"1769391_at"	28.3257	28.8475	26.4703	42.9301	28.4028	33.0455
"1769392_at"	986.615	1077.74	974.169	1568.87	2884.02	1659.2
"1769393_at"	20.9764	24.9965	20.8754	26.1443	24.0154	22.099
"1769394_at"	41.6586	26.3577	30.555	23.024	24.3994	28.7025
"1769395_at"	5829.36	5932.75	6210.76	6475.59	6996.02	6578.04
"1769396_at"	21.1187	20.2164	24.6533	16.0142	16.6174	25.5931
"1769397_s_at"	4816.58	5189.48	4868.99	3777.84	4574.03	3565.54
"1769398_at"	9.30476	6.03381	5.43674	29.0711	15.6394	33.6742
"1769399_at"	144.981	146.764	139.722	186.794	115.974	109.7
"1769400_at"	8.08104	5.60212	5.75277	5.86403	4.36133	4.37147
"1769401_at"	28.0436	25.349	23.5872	16.7084	17.3431	24.9538
"1769402_at"	4.42653	7.44376	6.7376	6.14764	6.48679	7.85198
"1769403_at"	2074.59	2218.48	2167.5	1886.7	1873.8	1793.07
"1769404_at"	37.5446	27.4144	35.0173	23.9912	16.5568	19.7717
"1769405_at"	96.9452	77.1026	80.4182	92.0004	71.5128	80.9245
"1769406_at"	240.403	214.492	235.708	251.503	224.212	270.696
"1769407_at"	375.228	355.261	390.605	514.98	465.872	482.154
"1769408_at"	39.5033	27.714	24.893	28.152	21.0853	30.528
"1769409_at"	20.0399	15.6098	16.8319	17.213	20.195	16.3918
"1769410_at"	13.7811	16.3854	15.8547	8.82436	12.3717	23.0279
"1769411_at"	5538.01	5375.66	5734.12	6016.93	5495.9	5801.66
"1769412_at"	16.8859	16.4657	18.3898	20.6607	13.6881	18.4527
"1769413_at"	11.8522	18.3167	17.893	21.3928	17.685	17.5714
"1769414_at"	31.8308	30.3613	36.043	37.1274	34.0927	30.6051
"1769415_at"	18.8887	16.7094	11.4579	8.00544	11.2729	11.215
"1769416_at"	10.7562	12.2889	15.7271	11.8057	9.5656	9.43184
"1769417_at"	22.6878	27.9924	25.4101	33.5007	30.6302	26.2259
"1769418_at"	881.185	883.589	836.182	1316.86	962.567	1466.76
"1769419_at"	850.715	793.709	769.561	748.671	859.814	775.168
"1769420_at"	246.506	274.54	260.08	333.007	376.964	323.889
"1769421_at"	672.467	669.839	616.215	772.461	773.059	861.885
"1769422_at"	1112.75	1284.35	1194.55	1124.24	923.231	1235.72
"1769423_at"	9.44962	8.00442	8.23422	8.75806	7.48243	8.38664
"1769424_at"	18.8428	17.9287	18.2436	12.7801	23.3185	14.9932
"1769425_at"	13.1044	14.814	19.977	18.2758	14.4953	16.2926
"1769426_at"	895.916	1165.79	1117.67	783.31	677.719	1116.66
"1769427_at"	46.5768	38.8677	42.0988	46.0338	38.5984	37.7195
"1769428_at"	1084.57	1072.33	1170.36	904.699	774.124	1006.14
"1769430_at"	22.9896	23.6865	25.3404	19.8171	28.1419	28.3558
"1769431_at"	347.411	363.527	358.693	131.598	121.937	136.527
"1769432_at"	11.5633	8.37763	10.3763	7.68741	11.6216	9.55205
"1769433_at"	10.0015	10.175	9.98994	10.504	11.4429	10.5321
"1769434_at"	473.675	558.365	516.672	228.429	363.806	194.646
"1769435_at"	353.263	302.539	322.387	292.323	304.73	315.579
"1769436_at"	17.4601	23.7129	22.1238	19.8291	17.4073	19.9832
"1769437_at"	7.44354	7.54964	7.60569	7.63236	12.6992	8.97273
"1769438_at"	11.3267	12.2005	15.1658	16.7651	16.4822	12.3852
"1769439_at"	22.1656	27.0429	15.6423	10.7479	6.31113	8.93608
"1769440_at"	51.6725	38.6017	38.1031	35.3135	32.6598	44.498
"1769442_at"	394.161	396.038	376.151	556.51	569.351	550.764
"1769443_at"	50.5984	53.0451	51.3074	39.3803	45.6427	32.5998
"1769444_at"	60.1671	34.5148	37.7364	32.6233	19.129	45.9728
"1769445_at"	14.8512	13.1422	12.0252	17.2713	16.6889	16.4343
"1769446_at"	615.56	649.756	650.798	782.05	693.306	867.543
"1769447_at"	19.2083	27.7316	23.3065	22.9676	22.1368	22.3326
"1769448_at"	1145.74	1296.84	1400.61	496.626	628.022	515.199
"1769449_at"	4.07168	3.61447	4.03084	4.78835	6.26049	4.14489
"1769450_at"	2712.65	2899.24	2799.52	3950.93	4376.99	3585.77
"1769451_at"	1170.9	1083.29	1120.74	1003.64	1086.91	1173.24
"1769452_at"	861.331	688.057	710.991	1480.48	1321.77	1217.71
"1769453_at"	72.5484	50.2164	80.5685	61.0575	71.7602	49.7248
"1769454_at"	13.2738	11.2835	11.5452	13.0568	15.2258	14.752
"1769455_at"	7609.6	7533.91	7861.32	5184.79	4418.82	4247.52
"1769456_at"	256.281	288.335	249.542	329.793	392.826	248.591
"1769457_at"	28.4217	19.2973	26.6006	26.1003	19.8945	28.4506
"1769458_at"	14.3438	13.4593	16.9074	17.9544	15.5742	18.8228
"1769459_at"	585.753	618.56	679.947	827.929	676.446	1042.01
"1769460_at"	2698.33	2870.32	2800.95	2737.94	2881.62	2784.08
"1769461_at"	267.15	290.065	329.302	179.608	243.815	188.209
"1769462_at"	2884.41	2837.85	2760.01	3761.59	3636.71	4080
"1769463_at"	726.334	666.544	783.691	593.531	667.633	521.04
"1769464_at"	3518.41	3760.42	3692.81	3888.45	3870.26	3886.72
"1769465_at"	20.8219	23.2981	23.885	23.7807	25.1767	23.1009
"1769466_at"	332.206	337.628	265.804	377.498	320.115	327.647
"1769467_at"	517.205	516.316	494.858	217.465	179.521	310.512
"1769468_at"	1171.18	986.444	940.24	1352.67	1155.62	1151.34
"1769469_at"	16.5378	18.2977	21.0173	10.9007	10.2665	16.0428
"1769470_at"	19.5144	14.7536	16.6866	26.0603	26.4098	19.241
"1769471_at"	17.4502	14.1148	13.3815	10.0007	9.33141	18.535
"1769472_at"	574.073	544.578	578.945	517.768	543.89	635.388
"1769473_at"	11.3034	18.9181	24.4278	22.982	22.078	20.691
"1769474_at"	625.047	502.283	510.035	426.08	429.994	385.151
"1769475_at"	16.2036	15.8547	20.116	24.6956	22.0234	22.1941
"1769476_at"	23.0594	18.0866	19.5894	14.9473	9.16325	26.0697
"1769477_at"	14.9077	23.794	19.3733	18.9853	12.2558	20.3217
"1769478_at"	1140	1194.71	1150.22	1250.75	1581.76	1056.24
"1769479_at"	12.5509	11.41	13.7714	17.8078	16.3105	14.4312
"1769480_at"	67.2137	51.8662	54.9056	67.1022	77.4007	69.9112
"1769481_at"	961.385	937.147	939.442	841.522	719.185	839.186
"1769482_at"	424.54	438.965	457.275	459.807	381.064	478.481
"1769483_at"	20.3014	16.5928	18.7542	21.1942	17.2225	21.9854
"1769484_at"	542.547	636.671	568.116	237.121	231.203	226.742
"1769485_s_at"	755.838	694.109	780.29	476.876	573.558	523.404
"1769486_at"	12.478	7.98482	9.78196	12.8246	11.6766	9.96422
"1769487_at"	1683.43	1626.31	1504.84	1342.31	1315.11	1172.07
"1769488_at"	20.0804	13.9502	29.0065	16.0262	17.7747	21.5785
"1769489_at"	23.2539	25.6141	24.1387	18.4346	9.56242	16.5436
"1769490_at"	24.5428	25.6684	25.2431	22.1483	12.9709	19.8433
"1769491_at"	156.666	103.088	96.2593	68.8562	71.3989	100.387
"1769492_at"	14.844	17.9567	18.5069	14.3283	15.6934	14.5275
"1769493_at"	4.81895	5.71418	6.21917	9.97511	10.2979	7.75412
"1769494_at"	14.7927	16.1187	16.1078	10.6701	15.3542	16.1574
"1769495_at"	1734.55	1537.82	1548.07	2444.74	1991.39	2116.99
"1769496_at"	6.01492	8.78851	6.29218	7.89284	8.93063	7.74607
"1769497_at"	31.6668	22.592	26.0927	8.05792	15.6631	33.6743
